Gene,CellType,Cohort,Diagnosis,Sex,Individual,Residuals
OTOA,0.431197627,0.012444692,0,0.008933954,0.057967531,0.489456197
OTOGL,0.817572661,0.016007352,5.84E-05,0.002409578,0.016733981,0.147217984
OTUB1,0.050615789,0.524702536,0.048534429,1.97E-10,0.152379625,0.223767621
OTUD3,0.489744821,0.044666924,0,0,0.176191834,0.289396421
OTUD4,0.409396537,0.036149787,0,0,0.216998673,0.337455003
OTUD6B,0.403180425,0.029533525,0,9.28E-10,0.082477763,0.484808286
OTUD6B-AS1,0.086575775,0.40979532,0.065206419,0.003728378,0.140519068,0.294175039
OTUD7A,0.671486875,0.099928606,0,2.58E-10,0.060905854,0.167678665
OTUD7B,0.867175096,0.012713547,0.005712295,0,0.012086777,0.102312284
OTULIN,0.699669978,0.01025507,0,0,0.081242114,0.208832837
OTULINL,0.796313548,0.000908139,0.001245535,0,0,0.201532778
OVCH1,0.671527235,0.00758877,0.007629177,0,0.098235822,0.215018996
OVGP1,0.397046599,0.079411961,0.001410527,0,0.142338366,0.379792546
OVOL2,0.630137101,0.022541391,0.003303792,0.002350512,0.044881499,0.296785705
OXSR1,0.252034583,0.164875995,0.003072283,0.008048156,0.187684774,0.38428421
OXTR,0.282988586,0.007463663,0.01817302,0.002650455,0.069722371,0.619001905
P2RX4,0.79991071,0.009306497,0.001709806,2.27E-10,0.01540272,0.173670267
P2RX5,0.499592428,0.109961641,1.79E-10,0.001900995,0.094884735,0.293660202
P2RX6,0.472609099,0.134563019,3.12E-09,2.38E-09,0.08579836,0.307029515
P2RX7,0.809201279,0.016522614,0.001365472,0.001444596,0.036852465,0.134613573
P2RY11,0.194857473,0.137597878,0,8.33E-09,0.175133814,0.492410826
P2RY12,0.701691482,0.007876118,0.002845509,0.000448656,0,0.287138235
P2RY14,0.120184737,0.202935587,0.154534599,6.09E-10,0.155467958,0.366877118
P3H1,0.111532737,0.147158093,0.003765642,0.013932334,0.156993408,0.566617787
P3H2,0.647608294,0.011751456,0.001064582,0,6.17E-11,0.339575669
P3H2-AS1,0.658285764,0.037177565,2.75E-11,0.001741169,0.064270859,0.238524643
P3H3,0.429259936,0.147434907,0,0.00910526,0.168975241,0.245224656
P3H4,0.373137933,0.141252219,1.42E-08,1.40E-09,0.104986266,0.380623566
P4HA1,0.33255017,0,0.003444421,0.001123134,0.132047491,0.530834785
P4HA2,0.201159873,0.009979715,0,0,0.584970374,0.203890038
P4HA3,0.060325154,0.349647164,0.252164773,3.05E-10,0.173000676,0.164862233
P4HB,0.199262492,0.403845446,0.009480901,0,0.133016486,0.254394675
P4HTM,0.190253765,0.497250967,0.020051938,0,0.151140196,0.141303135
PA2G4,0.084107331,0.374320155,0,9.30E-09,0.190596654,0.350975851
PAAF1,0.601930319,0.036719748,0.008980236,0.005975993,0.168853684,0.177540021
PABPC1,0.666898884,0.04278447,0,1.85E-10,0.062117265,0.228199381
PABPC1L,0.495214886,0.038748558,0,5.11E-11,0.09672382,0.369312736
PABPC4,0.487517276,0.049831475,0,8.41E-10,0.167511946,0.295139301
PABPN1,0.102237582,0.443989828,6.18E-11,0.002774234,0.3280074,0.122990956
PACC1,0.824809839,0.014007286,0.00012284,0,0.004215283,0.156844753
PACRG,0.787023307,0.062125601,0.005063594,0.001032527,0.037264464,0.107490508
PACRG-AS3,0.597159239,0.006304796,0.001025246,0.001867173,0.000908265,0.392735281
PACRGL,0.234710913,0.09317865,0.04025151,0.001348649,0.219272815,0.411237463
PACS1,0.636807976,0.074004348,0.003615664,0,0.117551264,0.168020747
PACS2,0.764186829,0.038752023,1.64E-11,0.003382827,0.056515565,0.137162756
PACSIN1,0.728719313,0.110857667,3.27E-10,1.30E-06,0.050554347,0.109867371
PACSIN2,0.809171086,0.009774084,0.001425609,0,0.020419326,0.159209895
PADI2,0.388065693,0.010713565,0.00040913,0.001454482,9.34E-09,0.59935712
PAF1,0.104918493,0.38648728,4.95E-10,0,0.195673927,0.312920299
PAFAH1B1,0.378489344,0.043713202,0.015868992,0,0.261219344,0.300709119
PAFAH1B2,0.290646617,0.191824214,0.050782943,0.002826805,0.157574635,0.306344786
PAFAH1B3,0.153625781,0.252016063,0.015858683,2.13E-10,0.183746246,0.394753226
PAFAH2,0.621979909,0.005610215,0,0,0.019505652,0.352904224
PAG1,0.816921896,0.005053047,0.000175249,0.001009534,0.004848914,0.17199136
PAGR1,0.331338282,0.261788923,1.32E-09,3.65E-08,0.098016458,0.308856299
PAH,0.58105436,0,0.011073657,0,0.126182392,0.28168959
PAIP1,0.128084397,0.080883804,0.318244919,0.001093449,0.117389085,0.354304347
PAIP2,0.145422147,0.280380647,1.28E-10,0.000434445,0.163885575,0.409877186
PAIP2B,0.826683143,0.004548069,0.003464679,2.55E-10,0.02071821,0.144585899
PAK1,0.766336075,0.012586416,0.002150675,2.28E-10,0.063432834,0.155494
PAK1IP1,0.209587707,0.146272954,0.001546696,0,0.112607602,0.529985041
PAK2,0.783316026,0.031462113,0.00445584,0.001724336,0.022511735,0.156529949
PAK4,0.516530027,0.063528731,0,0.005344027,0.075117708,0.339479507
PAK5,0.872876258,0.01773451,1.51E-09,6.19E-09,0.032357393,0.077031831
PAK6,0.6146066,0.094556792,7.65E-10,6.14E-10,0.058389689,0.232446918
PALB2,0.131681174,0.116282456,0.076491026,0,0.161069114,0.51447623
PALD1,0.8607956,0,0.000400698,0,4.20E-11,0.138803702
PALLD,0.727902352,0.003429529,0.000809298,3.32E-05,0.008383074,0.259442579
PALM,0.633635969,0.095892105,1.11E-10,0.000706953,0.067690461,0.202074512
PALM2-AKAP2,0.867030889,0.009538643,0.001797375,0.00010676,0.004136945,0.117389386
PALMD,0.545145076,0.055065331,0.002305118,0,0.020909715,0.37657476
PAM,0.905885211,0.015008521,0,0.000844596,0.011516052,0.06674562
PAMR1,0.836560724,0.002299475,0.001581844,1.06E-10,0.001190054,0.158367903
PAN2,0.428528315,0.147075602,8.80E-11,0,0.141191401,0.283204682
PAN3,0.740781871,0.064711928,0.001914299,1.52E-10,0.053260232,0.139331669
PANK1,0.680781245,0.014352206,0.009908637,0.00058654,0.037604543,0.25676683
PANK3,0.171624178,0.146560965,0.290583588,0.000181383,0.120483994,0.270565892
PANK4,0.077742451,0.183829149,0,0.007764141,0.296917305,0.433746954
PANTR1,0.820718628,0.00857046,0,0,0.016385557,0.154325356
PANX1,0.456655152,0.014546705,0,0,0.007604901,0.521193241
PANX2,0.29605442,0.302256008,0.004396843,0.00370912,0.154346887,0.239236722
PAOX,0.554617318,0.040136314,0,0.008291923,0.036077877,0.360876568
PAPLN,0.866356794,0.000483953,0,0,0,0.133159253
PAPOLA,0.198384222,0,0.008684012,0.013117941,0.597746999,0.182066824
PAPOLG,0.359880666,0.013694636,0.000227151,0,0.024290326,0.601907222
PAPPA,0.311881215,0.056657908,0.014227088,0,0.065673606,0.551560182
PAPPA2,0.483317737,0.002747839,0.005010135,0.002204207,0.040679588,0.466040494
PAPSS1,0.713043258,0.009580237,0.060855412,0.001200225,0.059447709,0.155873159
PAPSS2,0.722298964,0.003661935,0.002007644,0.005626538,0.034761173,0.231643746
PAQR3,0.234886525,0.11249804,0,0,0.107565795,0.54504964
PAQR6,0.493025645,0.087659383,0.009701396,0.002247381,0.004827517,0.402538679
PAQR7,0.107211105,0.115986803,0.003257671,0.001168279,0.383041135,0.389335006
PAQR8,0.450750224,0.085631273,0.140083474,1.00E-05,0.006486628,0.317038352
PAQR9,0.418295905,0.141578091,0.001933391,3.38E-06,0.085994778,0.352194457
PAQR9-AS1,0.356593664,0.148386976,5.15E-11,0.001380594,0.122371941,0.371266824
PARD3,0.810063819,0.005704579,0.002253497,0.001324119,0.00789267,0.172761316
PARD3B,0.911785365,0.005362115,0.00014656,2.09E-11,0.001166161,0.081539799
PARD6B,0.475982083,0.045655374,0.008452029,2.33E-08,0.075187234,0.394723257
PARD6G,0.687146273,0.017447378,0.004737601,0.001201194,0.063982147,0.225485408
PARD6G-AS1,0.02844414,4.45E-11,0,0,0.608194565,0.363361295
PARG,0.080774778,0.169997701,0.01598017,6.44E-10,0.31040063,0.422846721
PARM1,0.857991186,0.005009434,0.000392517,1.14E-10,0.016749873,0.11985699
PARN,0.554059328,0.005154877,0.013911165,1.42E-09,0.160860009,0.26601462
PARP1,0.27740045,0.155052943,0,0,0.179830595,0.387716012
PARP10,0.561895245,0.046773246,0,0.004319339,0.030667988,0.356344181
PARP11,0.353769224,0.168232136,0.02666,7.72E-05,0.147113298,0.304148125
PARP12,0.627520977,0,0,0,0.050468176,0.322010846
PARP14,0.592706631,0.007532849,0,0,0.055762624,0.343997896
PARP16,0.241900446,0.062154605,6.15E-10,0.02609653,0.269262132,0.400586286
PARP2,0.088220339,0.299220264,0.013826243,0.002809839,0.369905859,0.226017456
PARP4,0.887923471,0.001836462,0.000333051,0,0.002823953,0.107083063
PARP6,0.665637745,0.086282574,0,0.00035597,0.045753424,0.201970288
PARP8,0.721083773,0.056991838,2.17E-09,0.000407371,0.069079151,0.152437865
PARP9,0.632591886,0.00536784,0.000668821,2.02E-10,0.051075091,0.310296362
PART1,0.908451746,0.003991059,0.000146045,0,0.018035203,0.069375948
PARVA,0.771429151,0.003953413,8.28E-11,0,0.058781324,0.165836111
PARVB,0.444984018,0.02205101,4.77E-09,7.04E-11,0.049590386,0.483374582
PASK,0.540885097,1.42E-07,6.65E-10,0.002127623,0.106339601,0.350647536
PATJ,0.732907644,0.051215188,0.03080367,1.40E-09,0.065407068,0.119666428
PATL1,0.641190036,0.012676809,0,0,0.02210391,0.324029246
PATZ1,0.628372217,0.054910749,5.68E-05,5.04E-11,0.031164528,0.285495703
PAWR,0.905358098,0.004382678,0,2.10E-11,0.001653768,0.088605456
PAX6,0.904939026,0.002860817,0,0,0,0.092200157
PAXBP1,0.641872864,0.15878274,0.016214467,0,0.047465994,0.135663935
PAXBP1-AS1,0.218817538,0.248794028,0.113184974,2.64E-11,0.217428736,0.201774724
PAXIP1,0.260249612,0.061977014,0.050717936,6.05E-08,0.119233115,0.507822263
PAXIP1-AS1,0.061037736,0.408661301,0.131523816,0.011980278,0.135419541,0.251377328
PAXIP1-AS2,0.763339685,0.004699426,0.00035188,0,0.000214643,0.231394366
PAXX,0.056759604,0.504762763,0.1425843,0.004256932,0.179777104,0.111859296
PBLD,0.323575275,0,0.012223837,4.14E-10,0.198174075,0.466026812
PBRM1,0.753445249,0.033637498,0.002550641,0,0.072910835,0.137455777
PBX1,0.761329713,0.026878433,1.02E-09,0,0.077257551,0.134534303
PBX2,0.376624831,0.198338833,7.66E-11,0.002577691,0.082036719,0.340421925
PBX3,0.687876844,0.029999243,0,0,0.019682292,0.262441622
PBX4,0.594997641,0.044828392,0.00144826,0.001769159,0.11520264,0.241753908
PBXIP1,0.686259376,0.032287367,0.001875757,2.26E-05,1.31E-08,0.279554899
PCA3,0.421372949,0.047500202,1.09E-10,0,0.014258947,0.516867902
PCAT1,0.623416786,0.01024727,0.001375375,0.000862219,0.039175261,0.324923088
PCBD1,0.135485152,0.264676102,0.03996209,4.77E-05,0.238211535,0.321617468
PCBP1,0.042910622,0.128521155,0.453754195,0.009306858,0.202385684,0.163121486
PCBP1-AS1,0.468541174,0.154551733,0.004868969,0.014295451,0.152726281,0.205016393
PCBP2,0.362277235,0.08523616,0.315500655,0,0.105185149,0.131800801
PCBP3,0.459531799,0.058915894,0.01163187,0,0.037676367,0.43224407
PCBP4,0.471152185,0.211205725,0,1.01E-07,0.086531222,0.231110767
PCCA-DT,0.636325746,0.017302038,0.016073733,0.005773454,0.043203602,0.281321426
PCDH1,0.504682344,0.017620608,0.000775261,0.022799815,0.152274303,0.30184767
PCDH10,0.445430144,0.032309557,0.216796134,0.005799445,0.088586139,0.21107858
PCDH15,0.908098282,0.004537017,0,0,0.001559379,0.085805322
PCDH17,0.647853435,0.071481592,7.44E-10,5.88E-05,0.082102911,0.198503281
PCDH20,0.310454408,0.057042649,0.375138063,0.000374289,0.028294976,0.228695615
PCDH7,0.80752499,0.028696663,0,4.16E-11,0.051858989,0.111919358
PCDH8,0.471430811,0.064147093,0.20857011,0,0.012008972,0.243843014
PCDH9,0.815500272,0.033859141,2.35E-11,3.35E-10,0.050428329,0.100212258
PCDH9-AS2,0.10351811,0.33020348,0.261158791,0,0.09082882,0.2142908
PCDHA10,0.328695752,0.225102748,0.017661515,0,0.105306948,0.323233037
PCDHA9,0.394660784,0.105183282,0.002450938,6.78E-11,0.08946067,0.408244325
PCDHB10,0.124118535,0.104971293,0.482900417,0,0.042089459,0.245920296
PCDHB12,0.300612846,0.144672581,0.040348978,0.004368103,0.047817267,0.462180225
PCDHB14,0.340116769,0.132298822,0.10548862,0,0.035456042,0.386639747
PCDHB15,0.349633189,0.046259501,1.20E-10,0,0.006024176,0.598083134
PCDHB16,0.335602686,0.047473783,0,0,0.086661207,0.530262324
PCDHB4,0.295407515,0.083877592,0.041170907,0.003711718,0.053809763,0.522022504
PCDHB5,0.272736761,0.033329251,0.002456874,0.008356049,0.033430141,0.649690924
PCDHGA1,0.459591648,0.009033955,0.002076715,0.000429516,0.144310879,0.384557287
PCDHGA10,0.493978975,0.067482615,0,1.07E-10,0.071283479,0.36725493
PCDHGA6,0.465071333,0.098933028,1.30E-09,7.46E-10,0.062814943,0.373180695
PCDHGA8,0.353990501,0.108487451,0.009503804,8.19E-11,0.09622545,0.431792794
PCDHGB6,0.350738852,0.12013283,2.06E-07,0.001044983,0.099077837,0.429005293
PCED1A,0.355510589,0.274583803,2.14E-08,2.34E-09,0.096246327,0.273659257
PCED1B,0.771353108,0.012049626,0.000264839,0.001159699,0.017802575,0.197370154
PCF11,0.59903719,0.050733111,2.97E-11,0.000535398,0.124045503,0.225648798
PCF11-AS1,0.088819781,0.062496816,0.00138952,0,0.191869482,0.6554244
PCGF2,0.385691369,0.198111215,1.13E-09,3.67E-10,0.094179824,0.322017591
PCGF3,0.471920564,0.100798356,0,0,0.113912464,0.313368616
PCGF5,0.69566817,0.044435804,0.008510608,0.002384052,0.056274045,0.19272732
PCGF6,0.195590573,0.094458233,0.020714213,0,0.300485468,0.388751512
PCID2,0.190674939,0.13707043,0.017018951,0,0.344154434,0.311081247
PCIF1,0.061850281,0.249687139,0.024570953,0.000533862,0.143759163,0.519598602
PCLO,0.859002597,0.041214061,0.004781256,0.001868461,0.028981738,0.064151888
PCM1,0.455152,0.126718481,0.038213926,0.008711053,0.179938507,0.191266034
PCMT1,0.262495246,0.209908568,0.00299175,0.000799499,0.17375094,0.350053997
PCMTD1,0.334139606,0.107461804,0.015609803,0,0.187975765,0.354813023
PCMTD2,0.753546155,0.013630526,0,0.001443752,0.062823549,0.168556018
PCNA,0.090096469,0.285287355,0.180027206,2.43E-10,0.113045943,0.331543028
PCNP,0.085066554,0.226186063,0.082325397,0,0.174910073,0.431511914
PCNT,0.234909495,0.244114022,0.040013225,0,0.265622838,0.21534042
PCNX1,0.182516834,0.305496193,0.140604031,0,0.10749442,0.263888522
PCNX2,0.723947202,0.091040463,0.018270629,9.78E-11,0.038251819,0.128489887
PCNX3,0.259752941,0.164024645,0,0,0.121292315,0.454930099
PCNX4,0.239667716,0.036295904,0.002940571,0.009597661,0.279348988,0.43214916
PCP4,0.217338558,0.121540188,0.011569193,0.000129972,0.004774872,0.644647217
PCP4L1,0.483285677,0.097629693,0.007978626,0.001300407,0.018983567,0.39082203
PCSK1,0.516043159,0.037764759,0.001253681,0.015953446,0.125173616,0.30381134
PCSK2,0.877578536,0.028805313,0.000960161,0,0.019680703,0.072975287
PCSK4,0.399414607,0.113364786,0.000800763,0.008798276,0.057950424,0.419671144
PCSK5,0.805215696,0.017469364,0,0.001558599,0.021724098,0.154032243
PCSK6,0.89572734,0.001396898,0.000521222,0,0.003818996,0.098535544
PCSK7,0.08241953,0.235629179,6.87E-10,0.007728221,0.346742818,0.327480252
PCTP,0.618101992,0.009232561,0.001810613,1.02E-09,0.094803481,0.276051351
PCYOX1,0.295435503,0.19482286,0.143755184,0,0.141901089,0.224085364
PCYOX1L,0.304474514,0.066306924,0.015880018,0,0.174628514,0.43871003
PCYT1A,0.306051753,0.039339365,0.009674943,0.005261384,0.162038913,0.477633643
PCYT2,0.158465214,0.369825976,0.019332623,0.002073685,0.190540553,0.25976195
PDAP1,0.059406734,0.443808081,8.80E-09,1.75E-09,0.123070199,0.373714976
PDCD10,0.415898123,0.033093273,0,0.011327535,0.19092273,0.348758341
PDCD11,0.090695806,0.141906241,0.01461363,8.83E-10,0.268781755,0.484002568
PDCD2,0.135118961,0.287244008,0.048018205,0,0.103974953,0.425643873
PDCD2L,0.117997024,0.064888382,0.000123227,0.001365632,0.099092064,0.71653367
PDCD4,0.549673424,0.031527698,0,0.003206822,0.071553878,0.344038179
PDCD5,0.141673164,0.328856503,0.051805699,0,0.179874907,0.297789727
PDCD6,0.111523734,0.286537714,0,0,0.200587864,0.401350689
PDCD6IP,0.692341507,0.044789263,0.001253293,3.99E-10,0.059646757,0.20196918
PDCD7,0.126681991,0.245571542,0.016039021,0,0.464670257,0.147037189
PDCL,0.35951267,0.170999947,0,0.004070169,0.096184246,0.369232967
PDCL3,0.110806239,0.123699364,0.002608582,0.00312215,0.075143403,0.684620261
PDE10A,0.615209503,0.045570632,0.013967698,5.57E-08,0.149810125,0.175441986
PDE1A,0.796810982,0.012770513,0,0,0.015454264,0.174964241
PDE1B,0.642497886,0.093984453,1.64E-09,0.004660889,0.058091349,0.200765421
PDE1C,0.855144522,0.014613256,0,1.34E-10,0.005794708,0.124447513
PDE3A,0.831776162,0.011884987,1.98E-09,2.62E-07,0.008438865,0.147899722
PDE3B,0.673870097,0.036206392,0.002342435,0.003241816,0.025123991,0.259215269
PDE4A,0.593403028,0.108319709,0,0,0.083892969,0.214384293
PDE4B,0.890793806,0.015540033,0.000151392,3.57E-09,0.009783994,0.083730771
PDE4C,0.543794645,0.034304866,0,0.00532915,0.106410103,0.310161236
PDE4D,0.860926343,0.035929973,0,3.53E-11,0.029665033,0.07347865
PDE4DIP,0.342559293,0.147714702,1.26E-10,3.08E-06,0.253312646,0.256410277
PDE5A,0.01467194,0.375785262,0.266363673,2.18E-10,0.222293887,0.120885238
PDE6B,0.545802068,0.071551601,0.008215428,0.005781638,0.085483525,0.28316574
PDE6D,0.564077698,0.021075869,0.011423569,0.00617522,0.124817549,0.272430096
PDE7A,0.320651375,0.085154233,0,0.001071478,0.16579409,0.427328824
PDE7B,0.808030303,0.009470422,4.68E-06,0,0.032730558,0.149764037
PDE8A,0.919237468,0.004838668,0.000343476,2.27E-05,0.003508474,0.072049224
PDE8B,0.761806323,0.015878585,0,4.02E-18,0.017198592,0.2051165
PDE9A,0.713385176,0.021163331,0.001410935,0,0.016800264,0.247240293
PDGFA,0.39421234,0.115786656,0,1.90E-07,0.067083404,0.422917411
PDGFB,0.486869865,0.040189265,0,0.000301485,0,0.472639385
PDGFC,0.763786243,0.039374683,0,0,0.031848172,0.164990902
PDGFD,0.845204149,0.001757137,0.000582978,1.50E-10,0.002209905,0.15024583
PDGFRA,0.89299338,0.003910539,0.000743702,0,0,0.102352379
PDGFRB,0.77973277,0.011295293,0.000207008,0,0.002524975,0.206239954
PDIA2,0.298143318,0.206291011,4.81E-10,1.04E-10,0.238292074,0.257273596
PDIA3,0.251260988,0.238529826,0.004477774,2.87E-05,0.137085485,0.368617255
PDIA4,0.243700335,0.202143198,0.008262303,4.54E-05,0.124526546,0.421322249
PDIA5,0.575299301,0.049008619,1.83E-10,0.003324797,0.055191082,0.3171762
PDIA6,0.261527533,0.189301691,0.014916415,0,0.151611762,0.382642599
PDIK1L,0.159721878,0.160299492,0.014683961,0,0.0662667,0.599027969
PDLIM2,0.223852641,0.201870595,0.026554061,0.000233072,0.072441195,0.475048435
PDLIM3,0.787631353,0.00120789,4.79E-10,0.003117085,0.014315416,0.193728255
PDLIM5,0.911297615,0.004647508,0,0.000423651,0.003730975,0.079900251
PDLIM7,0.151139765,0.264670274,0.100318526,0.004514313,0.237081719,0.242275404
PDPK1,0.124443945,0.230657804,0,1.99E-08,0.279337319,0.365560912
PDPN,0.342970346,0.001088816,0.002711823,3.40E-07,0.03022135,0.623007325
PDRG1,0.021961507,0.424233574,0.035365402,0,0.104282442,0.414157075
PDS5A,0.483642233,0.201911692,0,1.02E-10,0.107160981,0.207285093
PDS5B,0.510270848,0.098821865,0.008906735,0.009895483,0.185949391,0.186155678
PDXDC1,0.016471365,0.389527078,0.280572739,0.000689134,0.205708086,0.107031599
PDXK,0.402187914,0.166752498,1.47E-07,0,0.18374946,0.247309981
PDXP,0.203068979,0.162710005,0.329130902,0.000126664,0.106565975,0.198397474
PDZD2,0.813594042,0.008789067,0.008225337,0,0.00835019,0.161041364
PDZD7,0.51096234,0.15190612,0,0.002818844,0.126609738,0.207702958
PDZD8,0.238912641,0.083923052,0.049344758,2.29E-09,0.201542125,0.426277422
PDZK1,0.0236313,0.203543657,0.143897421,5.24E-08,0.337569284,0.291358286
PDZRN3,0.818377531,0.032791259,2.89E-10,0,0.030482768,0.118348442
PDZRN4,0.851799865,0.013920125,0.004148335,0.000995566,0.011815502,0.117320607
PEA15,0.123547307,0.26418112,0.062940121,0.000577723,0.294710831,0.254042898
PEAK1,0.821511089,0.024269284,0.001169859,3.59E-11,0.011716126,0.141333642
PEBP1,0.131960712,0.218055514,8.28E-08,0.010831566,0.289824774,0.349327352
PEBP4,0.296253152,0.010029103,0.022508936,0,0.169312377,0.501896431
PECAM1,0.797003148,0.000850432,0.000673581,0.000100909,0,0.201371931
PECR,0.38929463,0.060427103,0.037709944,0.006556163,0.134177082,0.371835078
PEF1,0.063692886,0.187444367,0.061911543,6.32E-09,0.185769538,0.501181661
PEG10,0.339269995,0.130111284,0.049987455,0.013811115,0.143850377,0.322969773
PEG3,0.633626551,0.09117014,0,0.016790301,0.094715768,0.163697239
PELI1,0.814086428,0.005331891,0,0.000576841,0.002301202,0.177703638
PELI2,0.771023524,0.027360825,0.002737134,0.000144438,0.022185473,0.176548607
PELI3,0.235445783,0.298679748,0.090696857,0.002814834,0.063793549,0.30856923
PELP1,0.199751238,0.105680603,1.05E-10,1.27E-07,0.268348812,0.426219219
PEMT,0.217987911,0.07904972,0.002204207,6.76E-09,0.210623083,0.490135071
PEPD,0.340857058,0.041796853,0,0,0.1956756,0.421670489
PER1,0.226093142,0.057681262,0.007895338,0.012089593,0.211579385,0.484661281
PER2,0.200712451,0.090252364,0.011177682,0,0.311878093,0.385979409
PER3,0.584133492,0.049270132,0.004482137,5.29E-05,0.123628832,0.238432554
PERP,0.287634749,0.095914108,0.008310856,4.52E-10,0.063466077,0.54467421
PES1,0.080289145,0.294886891,1.27E-09,0,0.08854173,0.536282232
PEX1,0.457358153,0.026068439,0.044823692,0,0.15122831,0.320521406
PEX10,0.019107325,0.576409365,0.043000393,0,0.118055309,0.243427607
PEX11A,0.636564049,0.017529772,0.001255804,1.92E-10,0.027530754,0.317119621
PEX13,0.267339573,0.071659743,0.001546825,0.001166944,0.216914627,0.441372289
PEX14,0.33693088,0.012849097,0.007410312,2.92E-07,0.181258463,0.461550957
PEX16,0.115112771,0.492132498,0.033622658,0,0.147326318,0.211805756
PEX19,0.063836326,0.32554397,0.156927677,0.002888874,0.084419097,0.366384054
PEX2,0.670568153,0.062764444,0.015492066,2.16E-09,0.060179007,0.190996328
PEX26,0.218579217,0.069125976,0,0.011181375,0.19605466,0.505058771
PEX3,0.441814189,0.032805592,6.64E-10,3.74E-10,0.177938625,0.347441593
PEX5,0.460094843,0.072549367,0.004224784,0,0.130020924,0.333110083
PEX5L,0.835977505,0.015620211,0,6.51E-10,0.031311783,0.117090501
PEX5L-AS2,0.163085735,0.289211011,0.000678508,1.30E-05,0.142531986,0.40447977
PEX6,0.027917632,0.439053749,0.067515675,0.023558194,0.186466834,0.255487916
PEX7,0.199015597,0.049973679,0.025087318,0,0.256677672,0.469245734
PFAS,0.100976821,0.14357078,0.004743277,0.004565822,0.061042967,0.685100333
PFDN1,0.113677985,0.39489617,0.037140634,0,0.106861406,0.347423805
PFDN2,0.123468566,0.295859575,0.084176848,0.005838918,0.148362164,0.342293929
PFDN4,0.167061792,0.282033273,0.072248603,0,0.119396155,0.359260176
PFDN5,0.026820672,0.361123729,0.086637201,6.26E-08,0.267927389,0.257490945
PFDN6,0.020798594,0.404117479,0.095379727,0,0.139980186,0.339724015
PFKFB2,0.6014857,0.031343033,0.000689567,0.004678546,0.00512089,0.356682264
PFKFB3,0.613249768,0.009408293,0.003611543,4.14E-11,0.054018295,0.3197121
PFKFB4,0.354864269,0.039478466,6.39E-10,0.005494687,0.131167204,0.468995373
PFKL,0.336062302,0.237366729,0,0,0.144806444,0.281764525
PFKM,0.260297652,0.392419758,0,0,0.108696271,0.238586318
PFKP,0.605695406,0.014578049,3.32E-11,1.14E-08,0.105612371,0.274114163
PFN1,0.121901152,0.120913716,0.024894486,0.000507836,0.199261933,0.532520877
PFN2,0.220047589,0.170666858,0.253800908,0.001918363,0.092344913,0.261221369
PGAM1,0.099752706,0.355197357,0.046045157,7.36E-11,0.203995732,0.295009047
PGAP1,0.46036815,0.035677707,0.003964812,0.00015024,0.249068784,0.250770307
PGAP2,0.312085762,0.068736623,0.002612728,0.004874054,0.310141573,0.301549259
PGAP3,0.152995189,0.278065482,5.77E-11,0.005423888,0.181812544,0.381702896
PGBD1,0.193169692,0.116922393,0.051702915,8.14E-11,0.260528534,0.377676466
PGBD5,0.797890599,0.027516025,6.67E-05,0.000930253,0.065335572,0.108260871
PGD,0.167092427,0.251018868,6.10E-11,8.09E-11,0.08879792,0.493090785
PGGT1B,0.640909217,0.046547838,0.002476817,0,0.036291911,0.273774217
PGLS,0.359868076,0.246344174,0,3.36E-11,0.066440968,0.327346782
PGM1,0.721963328,0.049532133,0,0.000275446,0.020629661,0.207599432
PGM2,0.595215199,0.015127868,0.002136447,0,0.020109619,0.367410867
PGM2L1,0.421069541,0.087322264,0.267480875,0,0.055922675,0.168204644
PGM3,0.380912212,0.088616181,0,1.59E-09,0.179824843,0.350646762
PGP,0.147412912,0.307072475,3.87E-10,0.00634697,0.350147144,0.189020498
PGPEP1,0.512636167,0.036727585,1.62E-10,0.004041602,0.133849332,0.312745314
PGRMC2,0.075466195,0.276737369,0.062568604,0,0.141400676,0.443827157
PHACTR1,0.819867433,0.013350015,0.001181626,0.002112237,0.043124109,0.120364581
PHACTR2,0.797558604,0.007838633,0,8.98E-11,0.019760107,0.174842656
PHACTR3,0.773403377,0.046807027,2.49E-11,4.01E-10,0.026613253,0.153176342
PHACTR4,0.681495908,0.031701153,0.0020971,0.001419298,0.121380885,0.161905656
PHAX,0.138434555,0.202819344,3.08E-08,0.000248458,0.182155184,0.476342428
PHC1,0.429339904,0.118205982,0.010249764,0.01605314,0.128605812,0.297545398
PHC2,0.69603589,0.002644815,0,6.34E-10,0.032758529,0.268560765
PHC3,0.532319801,0.120202629,0,8.74E-11,0.141065796,0.206411774
PHF1,0.10736123,0.472121805,0.057887031,0.007197464,0.172560028,0.182872442
PHF10,0.311168807,0.024108579,8.64E-09,0.009092917,0.270604081,0.385025607
PHF11,0.653481429,0.04734871,0.021363325,5.76E-10,0.065161881,0.212644656
PHF12,0.617840541,0.040815418,0.006089325,7.45E-10,0.047352549,0.287902167
PHF13,0.174576819,0.177016305,6.48E-10,0.003403563,0.124710835,0.520292478
PHF14,0.578686446,0.133206956,0,5.71E-11,0.121948156,0.166158442
PHF19,0.577633509,0.040350548,0.001678243,0,0.039779165,0.340558536
PHF2,0.37034301,0.063407797,7.20E-11,0.006810659,0.182675799,0.376762734
PHF20,0.767117236,0.01727962,0.000418938,2.63E-10,0.041601077,0.173583129
